data_format,humidity,temperature,pressure,acceleration,acceleration_x,acceleration_y,acceleration_z,tx_power,battery,movement_counter,measurement_sequence_number,mac,date
5,48.7,21.31,823.18,1009.3007480429211,40,-32,1008,4,2116,38,2273,DD:51:1E:E1:15:D4,Thu May  5 19:57:09 2022
5,48.58,21.32,823.18,1009.3007480429211,40,-32,1008,4,2116,38,2274,DD:51:1E:E1:15:D4,Thu May  5 19:57:12 2022
5,48.33,21.31,823.18,1017.2905189767572,32,-40,1016,4,2116,38,2275,DD:51:1E:E1:15:D4,Thu May  5 19:57:15 2022
5,48.04,21.31,823.18,1009.3007480429211,32,-40,1008,4,2116,38,2276,DD:51:1E:E1:15:D4,Thu May  5 19:57:18 2022
5,47.46,21.31,823.18,1001.3111404553532,32,-40,1000,4,2116,38,2277,DD:51:1E:E1:15:D4,Thu May  5 19:57:21 2022
5,46.87,21.31,823.18,1009.5860537864021,40,-40,1008,4,2116,38,2278,DD:51:1E:E1:15:D4,Thu May  5 19:57:24 2022
5,46.43,21.34,823.18,1001.3111404553532,40,-32,1000,4,2116,38,2279,DD:51:1E:E1:15:D4,Thu May  5 19:57:27 2022
5,46.07,21.32,823.18,1009.3007480429211,32,-40,1008,4,2116,38,2280,DD:51:1E:E1:15:D4,Thu May  5 19:57:30 2022
5,45.66,21.31,823.18,1017.5735845628069,40,-40,1016,4,2116,38,2281,DD:51:1E:E1:15:D4,Thu May  5 19:57:33 2022
5,45.33,21.32,823.18,1001.3111404553532,32,-40,1000,4,2116,38,2282,DD:51:1E:E1:15:D4,Thu May  5 19:57:36 2022
5,45.16,21.3,823.18,1009.5860537864021,40,-40,1008,4,2116,38,2283,DD:51:1E:E1:15:D4,Thu May  5 19:57:39 2022
5,45.05,21.3,823.18,1001.5987220439132,40,-40,1000,4,2116,38,2284,DD:51:1E:E1:15:D4,Thu May  5 19:57:42 2022
5,45.01,21.3,823.18,1017.2905189767572,40,-32,1016,4,2116,38,2285,DD:51:1E:E1:15:D4,Thu May  5 19:57:45 2022
5,44.94,21.3,823.18,1009.5860537864021,40,-40,1008,4,2116,38,2286,DD:51:1E:E1:15:D4,Thu May  5 19:57:48 2022
5,44.91,21.34,823.18,1009.3007480429211,32,-40,1008,4,2116,38,2287,DD:51:1E:E1:15:D4,Thu May  5 19:57:51 2022
5,44.99,21.32,823.18,1009.5860537864021,40,-40,1008,4,2116,38,2288,DD:51:1E:E1:15:D4,Thu May  5 19:57:54 2022
5,45.02,21.32,823.18,1009.5860537864021,40,-40,1008,4,2116,38,2289,DD:51:1E:E1:15:D4,Thu May  5 19:57:57 2022
5,45.25,21.32,823.18,1009.3007480429211,32,-40,1008,4,2116,38,2290,DD:51:1E:E1:15:D4,Thu May  5 19:58:00 2022
5,45.51,21.32,823.18,1009.3007480429211,32,-40,1008,4,2116,38,2291,DD:51:1E:E1:15:D4,Thu May  5 19:58:03 2022
5,45.71,21.34,823.18,1009.3007480429211,32,-40,1008,4,2116,38,2292,DD:51:1E:E1:15:D4,Thu May  5 19:58:06 2022
5,45.83,21.32,823.18,1009.5860537864021,40,-40,1008,4,2116,38,2293,DD:51:1E:E1:15:D4,Thu May  5 19:58:09 2022
5,45.91,21.34,823.18,1017.2905189767572,32,-40,1016,4,2116,38,2294,DD:51:1E:E1:15:D4,Thu May  5 19:58:12 2022
5,45.88,21.3,823.18,1001.5987220439132,40,-40,1000,4,2116,38,2295,DD:51:1E:E1:15:D4,Thu May  5 19:58:15 2022
5,45.78,21.32,823.18,1009.3007480429211,32,-40,1008,4,2116,38,2296,DD:51:1E:E1:15:D4,Thu May  5 19:58:18 2022
5,45.86,21.32,823.18,1017.2905189767572,40,-32,1016,4,2116,38,2297,DD:51:1E:E1:15:D4,Thu May  5 19:58:21 2022
5,46.76,21.33,823.18,985.6246750157993,40,-40,984,4,2116,38,2298,DD:51:1E:E1:15:D4,Thu May  5 19:58:24 2022
5,47.2,21.34,823.18,1009.3007480429211,40,-32,1008,4,2116,40,2299,DD:51:1E:E1:15:D4,Thu May  5 19:58:27 2022
5,47.57,21.32,823.18,1009.3007480429211,40,-32,1008,4,2050,40,2300,DD:51:1E:E1:15:D4,Thu May  5 19:58:30 2022
5,50.8,21.32,823.18,1017.2905189767572,32,-40,1016,4,2050,40,2301,DD:51:1E:E1:15:D4,Thu May  5 19:58:33 2022
5,51.62,21.32,823.18,1009.3007480429211,32,-40,1008,4,2050,40,2302,DD:51:1E:E1:15:D4,Thu May  5 19:58:36 2022
5,51.84,21.32,823.18,1009.9346513512644,40,-48,1008,4,2050,40,2303,DD:51:1E:E1:15:D4,Thu May  5 19:58:39 2022
5,51.2,21.31,823.18,1009.015361627364,32,-32,1008,4,2050,40,2304,DD:51:1E:E1:15:D4,Thu May  5 19:58:42 2022
5,50.3,21.31,823.18,1009.015361627364,32,-32,1008,4,2050,40,2305,DD:51:1E:E1:15:D4,Thu May  5 19:58:45 2022
5,51.16,21.29,823.18,1009.3007480429211,32,-40,1008,4,2050,40,2306,DD:51:1E:E1:15:D4,Thu May  5 19:58:48 2022
5,51.07,21.31,823.18,1001.5987220439132,40,-40,1000,4,2050,40,2307,DD:51:1E:E1:15:D4,Thu May  5 19:58:51 2022
5,50.99,21.29,823.18,1001.5987220439132,40,-40,1000,4,2050,40,2308,DD:51:1E:E1:15:D4,Thu May  5 19:58:54 2022
5,51.09,21.27,823.18,1009.015361627364,32,-32,1008,4,2050,40,2309,DD:51:1E:E1:15:D4,Thu May  5 19:58:57 2022
5,50.98,21.3,823.18,1009.3007480429211,32,-40,1008,4,2050,40,2310,DD:51:1E:E1:15:D4,Thu May  5 19:59:00 2022
5,50.18,21.31,823.18,1009.5860537864021,40,-40,1008,4,2050,40,2311,DD:51:1E:E1:15:D4,Thu May  5 19:59:03 2022
5,49.59,21.32,823.18,1009.3007480429211,32,-40,1008,4,2050,40,2312,DD:51:1E:E1:15:D4,Thu May  5 19:59:06 2022
5,49.0,21.3,823.18,1009.015361627364,32,-32,1008,4,2050,40,2313,DD:51:1E:E1:15:D4,Thu May  5 19:59:09 2022
5,48.65,21.32,823.18,1009.3007480429211,40,-32,1008,4,2050,40,2314,DD:51:1E:E1:15:D4,Thu May  5 19:59:12 2022
5,48.29,21.32,823.18,1009.5860537864021,40,-40,1008,4,2050,40,2315,DD:51:1E:E1:15:D4,Thu May  5 19:59:15 2022
5,47.99,21.31,823.18,1009.015361627364,32,-32,1008,4,2050,40,2316,DD:51:1E:E1:15:D4,Thu May  5 19:59:18 2022
5,47.43,21.31,823.18,1001.3111404553532,32,-40,1000,4,2050,40,2317,DD:51:1E:E1:15:D4,Thu May  5 19:59:21 2022
5,46.97,21.33,823.18,1009.3007480429211,32,-40,1008,4,2050,40,2318,DD:51:1E:E1:15:D4,Thu May  5 19:59:24 2022
5,46.64,21.33,823.18,1001.0234762481847,32,-32,1000,4,2050,40,2319,DD:51:1E:E1:15:D4,Thu May  5 19:59:27 2022
5,46.12,21.32,823.18,1017.2905189767572,40,-32,1016,4,2120,40,2320,DD:51:1E:E1:15:D4,Thu May  5 19:59:30 2022
5,45.68,21.32,823.18,1009.3007480429211,40,-32,1008,4,2120,40,2321,DD:51:1E:E1:15:D4,Thu May  5 19:59:33 2022
5,45.42,21.31,823.18,1009.3007480429211,32,-40,1008,4,2120,40,2322,DD:51:1E:E1:15:D4,Thu May  5 19:59:36 2022
5,45.23,21.32,823.18,1009.3007480429211,32,-40,1008,4,2120,40,2323,DD:51:1E:E1:15:D4,Thu May  5 19:59:39 2022
5,47.12,21.31,823.18,1009.3007480429211,40,-32,1008,4,2120,40,2324,DD:51:1E:E1:15:D4,Thu May  5 19:59:42 2022
5,49.39,21.27,823.18,1009.5860537864021,40,-40,1008,4,2120,40,2325,DD:51:1E:E1:15:D4,Thu May  5 19:59:45 2022
5,49.85,21.29,823.18,1009.5860537864021,40,-40,1008,4,2120,40,2326,DD:51:1E:E1:15:D4,Thu May  5 19:59:48 2022
5,50.08,21.29,823.18,1009.3007480429211,32,-40,1008,4,2120,40,2327,DD:51:1E:E1:15:D4,Thu May  5 19:59:51 2022
5,49.49,21.3,823.18,1017.2905189767572,32,-40,1016,4,2120,40,2328,DD:51:1E:E1:15:D4,Thu May  5 19:59:54 2022
5,48.83,21.29,823.18,1009.3007480429211,32,-40,1008,4,2120,40,2329,DD:51:1E:E1:15:D4,Thu May  5 19:59:57 2022
5,48.19,21.32,823.18,1009.3007480429211,40,-32,1008,4,2120,40,2330,DD:51:1E:E1:15:D4,Thu May  5 20:00:00 2022
5,47.76,21.32,823.18,1017.2905189767572,32,-40,1016,4,2120,40,2331,DD:51:1E:E1:15:D4,Thu May  5 20:00:03 2022
5,47.42,21.3,823.18,1009.3007480429211,32,-40,1008,4,2120,40,2332,DD:51:1E:E1:15:D4,Thu May  5 20:00:06 2022
5,47.1,21.3,823.18,1009.3007480429211,32,-40,1008,4,2120,40,2333,DD:51:1E:E1:15:D4,Thu May  5 20:00:09 2022
5,46.81,21.3,823.18,1009.5860537864021,40,-40,1008,4,2120,40,2334,DD:51:1E:E1:15:D4,Thu May  5 20:00:12 2022
5,46.59,21.31,823.18,1009.3007480429211,40,-32,1008,4,2120,40,2335,DD:51:1E:E1:15:D4,Thu May  5 20:00:15 2022
5,46.33,21.32,823.18,1009.078787805987,24,-40,1008,4,2120,40,2336,DD:51:1E:E1:15:D4,Thu May  5 20:00:18 2022
5,46.26,21.32,823.18,1009.078787805987,24,-40,1008,4,2120,40,2337,DD:51:1E:E1:15:D4,Thu May  5 20:00:21 2022
5,46.1,21.31,823.18,1009.015361627364,32,-32,1008,4,2120,40,2338,DD:51:1E:E1:15:D4,Thu May  5 20:00:24 2022
5,49.35,21.32,823.18,1009.3007480429211,32,-40,1008,4,2120,40,2339,DD:51:1E:E1:15:D4,Thu May  5 20:00:27 2022
5,51.17,21.27,823.18,1009.015361627364,32,-32,1008,4,2127,40,2340,DD:51:1E:E1:15:D4,Thu May  5 20:00:30 2022
5,51.23,21.29,823.18,1001.0234762481847,32,-32,1000,4,2127,40,2341,DD:51:1E:E1:15:D4,Thu May  5 20:00:33 2022
5,50.73,21.25,823.18,1001.3111404553532,32,-40,1000,4,2127,40,2342,DD:51:1E:E1:15:D4,Thu May  5 20:00:36 2022
5,49.98,21.25,823.18,1001.3111404553532,32,-40,1000,4,2127,40,2343,DD:51:1E:E1:15:D4,Thu May  5 20:00:39 2022
5,49.04,21.27,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2344,DD:51:1E:E1:15:D4,Thu May  5 20:00:54 2022
5,48.18,21.27,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2345,DD:51:1E:E1:15:D4,Thu May  5 20:00:54 2022
5,47.55,21.3,823.18,1001.3111404553532,32,-40,1000,4,2127,40,2346,DD:51:1E:E1:15:D4,Thu May  5 20:00:54 2022
5,47.12,21.29,823.18,1001.0234762481847,32,-32,1000,4,2127,40,2347,DD:51:1E:E1:15:D4,Thu May  5 20:00:54 2022
5,46.77,21.29,823.18,1009.015361627364,32,-32,1008,4,2127,40,2348,DD:51:1E:E1:15:D4,Thu May  5 20:00:54 2022
5,46.4,21.29,823.18,1001.3111404553532,32,-40,1000,4,2127,40,2349,DD:51:1E:E1:15:D4,Thu May  5 20:00:57 2022
5,46.03,21.27,823.18,1009.015361627364,32,-32,1008,4,2127,40,2350,DD:51:1E:E1:15:D4,Thu May  5 20:01:00 2022
5,45.83,21.34,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2351,DD:51:1E:E1:15:D4,Thu May  5 20:01:03 2022
5,45.6,21.3,823.18,1017.2905189767572,32,-40,1016,4,2127,40,2352,DD:51:1E:E1:15:D4,Thu May  5 20:01:06 2022
5,45.24,21.31,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2353,DD:51:1E:E1:15:D4,Thu May  5 20:01:09 2022
5,45.03,21.3,823.18,1009.015361627364,32,-32,1008,4,2127,40,2354,DD:51:1E:E1:15:D4,Thu May  5 20:01:12 2022
5,44.86,21.32,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2355,DD:51:1E:E1:15:D4,Thu May  5 20:01:15 2022
5,44.7,21.32,823.18,1009.9346513512644,48,-40,1008,4,2127,40,2356,DD:51:1E:E1:15:D4,Thu May  5 20:01:18 2022
5,44.62,21.31,823.18,1017.2905189767572,32,-40,1016,4,2127,40,2357,DD:51:1E:E1:15:D4,Thu May  5 20:01:21 2022
5,44.57,21.32,823.18,1009.015361627364,32,-32,1008,4,2127,40,2358,DD:51:1E:E1:15:D4,Thu May  5 20:01:24 2022
5,44.59,21.32,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2359,DD:51:1E:E1:15:D4,Thu May  5 20:01:27 2022
5,44.6,21.34,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2360,DD:51:1E:E1:15:D4,Thu May  5 20:01:30 2022
5,44.53,21.32,823.18,1017.0073746045306,32,-32,1016,4,2127,40,2361,DD:51:1E:E1:15:D4,Thu May  5 20:01:33 2022
5,44.45,21.31,823.18,1017.5735845628069,40,-40,1016,4,2127,40,2362,DD:51:1E:E1:15:D4,Thu May  5 20:01:36 2022
5,45.17,21.3,823.18,1017.2905189767572,32,-40,1016,4,2127,40,2363,DD:51:1E:E1:15:D4,Thu May  5 20:01:39 2022
5,46.83,21.31,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2364,DD:51:1E:E1:15:D4,Thu May  5 20:01:42 2022
5,47.43,21.32,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2365,DD:51:1E:E1:15:D4,Thu May  5 20:01:45 2022
5,47.56,21.3,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2366,DD:51:1E:E1:15:D4,Thu May  5 20:01:48 2022
5,47.3,21.34,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2367,DD:51:1E:E1:15:D4,Thu May  5 20:01:51 2022
5,46.84,21.32,823.18,1017.5735845628069,40,-40,1016,4,2127,40,2368,DD:51:1E:E1:15:D4,Thu May  5 20:01:54 2022
5,46.29,21.32,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2369,DD:51:1E:E1:15:D4,Thu May  5 20:01:57 2022
5,46.03,21.32,823.18,1017.2905189767572,32,-40,1016,4,2127,40,2370,DD:51:1E:E1:15:D4,Thu May  5 20:02:00 2022
5,46.05,21.34,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2371,DD:51:1E:E1:15:D4,Thu May  5 20:02:03 2022
5,49.16,21.31,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2372,DD:51:1E:E1:15:D4,Thu May  5 20:02:06 2022
5,51.05,21.25,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2373,DD:51:1E:E1:15:D4,Thu May  5 20:02:09 2022
5,50.34,21.32,823.18,1001.0874087710823,24,-40,1000,4,2127,40,2374,DD:51:1E:E1:15:D4,Thu May  5 20:02:12 2022
5,49.45,21.27,823.18,1001.5987220439132,40,-40,1000,4,2127,40,2375,DD:51:1E:E1:15:D4,Thu May  5 20:02:15 2022
5,48.68,21.32,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2376,DD:51:1E:E1:15:D4,Thu May  5 20:02:18 2022
5,47.92,21.32,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2377,DD:51:1E:E1:15:D4,Thu May  5 20:02:21 2022
5,47.23,21.31,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2378,DD:51:1E:E1:15:D4,Thu May  5 20:02:24 2022
5,46.9,21.3,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2379,DD:51:1E:E1:15:D4,Thu May  5 20:02:27 2022
5,46.77,21.34,823.18,1009.5860537864021,40,-40,1008,4,2123,40,2380,DD:51:1E:E1:15:D4,Thu May  5 20:02:30 2022
5,46.45,21.32,823.18,1009.5860537864021,40,-40,1008,4,2123,40,2381,DD:51:1E:E1:15:D4,Thu May  5 20:02:33 2022
5,48.12,21.31,823.18,1017.2905189767572,32,-40,1016,4,2123,40,2382,DD:51:1E:E1:15:D4,Thu May  5 20:02:36 2022
5,49.52,21.29,823.18,1009.3007480429211,32,-40,1008,4,2123,40,2383,DD:51:1E:E1:15:D4,Thu May  5 20:02:39 2022
5,49.33,21.31,823.18,1001.5987220439132,40,-40,1000,4,2123,40,2384,DD:51:1E:E1:15:D4,Thu May  5 20:02:42 2022
5,48.8,21.32,823.18,1001.0234762481847,32,-32,1000,4,2123,40,2385,DD:51:1E:E1:15:D4,Thu May  5 20:02:45 2022
5,48.26,21.3,823.18,1009.5860537864021,40,-40,1008,4,2123,40,2386,DD:51:1E:E1:15:D4,Thu May  5 20:02:48 2022
5,47.83,21.27,823.18,1009.5860537864021,40,-40,1008,4,2123,40,2387,DD:51:1E:E1:15:D4,Thu May  5 20:02:51 2022
5,47.2,21.31,823.18,1009.3007480429211,32,-40,1008,4,2123,40,2388,DD:51:1E:E1:15:D4,Thu May  5 20:02:54 2022
5,46.84,21.3,823.18,1009.5860537864021,40,-40,1008,4,2123,40,2389,DD:51:1E:E1:15:D4,Thu May  5 20:02:57 2022
5,46.97,21.3,823.18,1017.0073746045306,32,-32,1016,4,2123,40,2390,DD:51:1E:E1:15:D4,Thu May  5 20:03:00 2022
5,47.03,21.3,823.18,1009.3007480429211,32,-40,1008,4,2123,40,2391,DD:51:1E:E1:15:D4,Thu May  5 20:03:03 2022
5,46.97,21.32,823.18,1009.3007480429211,32,-40,1008,4,2123,40,2392,DD:51:1E:E1:15:D4,Thu May  5 20:03:06 2022
5,46.63,21.33,823.18,1009.015361627364,32,-32,1008,4,2123,40,2393,DD:51:1E:E1:15:D4,Thu May  5 20:03:09 2022
5,46.25,21.34,823.18,1009.3007480429211,32,-40,1008,4,2123,40,2394,DD:51:1E:E1:15:D4,Thu May  5 20:03:12 2022
5,45.82,21.36,823.18,1009.3007480429211,32,-40,1008,4,2123,40,2395,DD:51:1E:E1:15:D4,Thu May  5 20:03:15 2022
5,45.52,21.35,823.18,1001.3111404553532,32,-40,1000,4,2123,40,2396,DD:51:1E:E1:15:D4,Thu May  5 20:03:18 2022
5,45.41,21.34,823.18,1009.5860537864021,40,-40,1008,4,2123,40,2397,DD:51:1E:E1:15:D4,Thu May  5 20:03:21 2022
5,45.6,21.34,823.18,1009.5860537864021,40,-40,1008,4,2123,40,2398,DD:51:1E:E1:15:D4,Thu May  5 20:03:24 2022
5,45.46,21.36,823.18,1001.5987220439132,40,-40,1000,4,2123,40,2399,DD:51:1E:E1:15:D4,Thu May  5 20:03:27 2022
5,44.98,21.36,823.18,1017.2905189767572,32,-40,1016,4,2123,40,2400,DD:51:1E:E1:15:D4,Thu May  5 20:03:30 2022
5,44.6,21.36,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2401,DD:51:1E:E1:15:D4,Thu May  5 20:03:33 2022
5,44.37,21.34,823.18,1017.5735845628069,40,-40,1016,4,2000,40,2402,DD:51:1E:E1:15:D4,Thu May  5 20:03:36 2022
5,44.19,21.36,823.18,1009.3007480429211,32,-40,1008,4,2000,40,2403,DD:51:1E:E1:15:D4,Thu May  5 20:03:39 2022
5,45.12,21.36,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2404,DD:51:1E:E1:15:D4,Thu May  5 20:03:42 2022
5,51.97,21.3,823.18,1009.015361627364,32,-32,1008,4,2000,40,2405,DD:51:1E:E1:15:D4,Thu May  5 20:03:45 2022
5,58.82,21.28,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2406,DD:51:1E:E1:15:D4,Thu May  5 20:03:48 2022
5,57.93,21.3,823.18,1001.3111404553532,32,-40,1000,4,2000,40,2407,DD:51:1E:E1:15:D4,Thu May  5 20:03:51 2022
5,56.35,21.25,823.18,1009.3007480429211,40,-32,1008,4,2000,40,2408,DD:51:1E:E1:15:D4,Thu May  5 20:03:54 2022
5,54.88,21.28,823.18,1009.3007480429211,40,-32,1008,4,2000,40,2409,DD:51:1E:E1:15:D4,Thu May  5 20:03:57 2022
5,53.02,21.28,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2410,DD:51:1E:E1:15:D4,Thu May  5 20:04:00 2022
5,50.98,21.27,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2411,DD:51:1E:E1:15:D4,Thu May  5 20:04:03 2022
5,49.52,21.27,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2412,DD:51:1E:E1:15:D4,Thu May  5 20:04:06 2022
5,48.66,21.3,823.18,1009.3007480429211,40,-32,1008,4,2000,40,2413,DD:51:1E:E1:15:D4,Thu May  5 20:04:09 2022
5,48.16,21.3,823.18,1009.3007480429211,32,-40,1008,4,2000,40,2414,DD:51:1E:E1:15:D4,Thu May  5 20:04:12 2022
5,47.54,21.28,823.18,1009.3007480429211,32,-40,1008,4,2000,40,2415,DD:51:1E:E1:15:D4,Thu May  5 20:04:15 2022
5,46.92,21.27,823.18,1001.3111404553532,32,-40,1000,4,2000,40,2416,DD:51:1E:E1:15:D4,Thu May  5 20:04:18 2022
5,46.36,21.3,823.18,1009.3007480429211,32,-40,1008,4,2000,40,2417,DD:51:1E:E1:15:D4,Thu May  5 20:04:21 2022
5,46.07,21.3,823.18,1001.5987220439132,40,-40,1000,4,2000,40,2418,DD:51:1E:E1:15:D4,Thu May  5 20:04:24 2022
5,45.69,21.31,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2419,DD:51:1E:E1:15:D4,Thu May  5 20:04:27 2022
5,45.48,21.33,823.18,1009.5860537864021,40,-40,1008,4,2000,40,2420,DD:51:1E:E1:15:D4,Thu May  5 20:04:30 2022
5,45.32,21.33,823.18,1001.3111404553532,32,-40,1000,4,2085,40,2421,DD:51:1E:E1:15:D4,Thu May  5 20:04:33 2022
5,45.1,21.31,823.18,1001.3111404553532,40,-32,1000,4,2085,40,2422,DD:51:1E:E1:15:D4,Thu May  5 20:04:36 2022
5,45.08,21.31,823.18,1009.9346513512644,40,-48,1008,4,2085,40,2423,DD:51:1E:E1:15:D4,Thu May  5 20:04:39 2022
5,44.77,21.32,823.18,1001.3111404553532,32,-40,1000,4,2085,40,2424,DD:51:1E:E1:15:D4,Thu May  5 20:04:42 2022
5,44.54,21.32,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2425,DD:51:1E:E1:15:D4,Thu May  5 20:04:45 2022
5,44.39,21.32,823.18,1009.015361627364,32,-32,1008,4,2085,40,2426,DD:51:1E:E1:15:D4,Thu May  5 20:04:48 2022
5,44.34,21.33,823.18,1017.2905189767572,40,-32,1016,4,2085,40,2427,DD:51:1E:E1:15:D4,Thu May  5 20:04:51 2022
5,44.33,21.33,823.18,1001.3111404553532,32,-40,1000,4,2085,40,2428,DD:51:1E:E1:15:D4,Thu May  5 20:04:54 2022
5,44.27,21.34,823.18,1017.2905189767572,40,-32,1016,4,2085,40,2429,DD:51:1E:E1:15:D4,Thu May  5 20:04:57 2022
5,44.12,21.33,823.18,1017.2905189767572,32,-40,1016,4,2085,40,2430,DD:51:1E:E1:15:D4,Thu May  5 20:05:00 2022
