data_format,humidity,temperature,pressure,acceleration,acceleration_x,acceleration_y,acceleration_z,tx_power,battery,movement_counter,measurement_sequence_number,mac,date
5,44.03,21.34,823.18,1001.3111404553532,40,-32,1000,4,2085,40,2431,DD:51:1E:E1:15:D4,Thu May  5 20:05:03 2022
5,44.01,21.34,823.18,1009.015361627364,32,-32,1008,4,2085,40,2432,DD:51:1E:E1:15:D4,Thu May  5 20:05:06 2022
5,43.97,21.34,823.18,1017.0073746045306,32,-32,1016,4,2085,40,2433,DD:51:1E:E1:15:D4,Thu May  5 20:05:09 2022
5,43.94,21.36,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2434,DD:51:1E:E1:15:D4,Thu May  5 20:05:12 2022
5,43.93,21.36,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2435,DD:51:1E:E1:15:D4,Thu May  5 20:05:15 2022
5,44.18,21.36,823.18,1025.2804494381037,40,-32,1024,4,2085,40,2436,DD:51:1E:E1:15:D4,Thu May  5 20:05:18 2022
5,45.57,21.36,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2437,DD:51:1E:E1:15:D4,Thu May  5 20:05:21 2022
5,45.83,21.37,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2438,DD:51:1E:E1:15:D4,Thu May  5 20:05:24 2022
5,46.27,21.38,823.18,1001.3111404553532,32,-40,1000,4,2085,40,2439,DD:51:1E:E1:15:D4,Thu May  5 20:05:27 2022
5,46.84,21.37,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2440,DD:51:1E:E1:15:D4,Thu May  5 20:05:30 2022
5,47.12,21.36,823.18,1017.2905189767572,32,-40,1016,4,2085,40,2441,DD:51:1E:E1:15:D4,Thu May  5 20:05:33 2022
5,47.03,21.39,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2442,DD:51:1E:E1:15:D4,Thu May  5 20:05:36 2022
5,46.28,21.38,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2443,DD:51:1E:E1:15:D4,Thu May  5 20:05:39 2022
5,45.72,21.39,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2444,DD:51:1E:E1:15:D4,Thu May  5 20:05:42 2022
5,45.3,21.38,823.18,1017.2905189767572,32,-40,1016,4,2085,40,2445,DD:51:1E:E1:15:D4,Thu May  5 20:05:45 2022
5,45.0,21.39,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2446,DD:51:1E:E1:15:D4,Thu May  5 20:05:48 2022
5,44.73,21.41,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2447,DD:51:1E:E1:15:D4,Thu May  5 20:05:51 2022
5,44.55,21.39,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2448,DD:51:1E:E1:15:D4,Thu May  5 20:05:54 2022
5,45.65,21.41,823.18,1009.3007480429211,40,-32,1008,4,2085,40,2449,DD:51:1E:E1:15:D4,Thu May  5 20:05:57 2022
5,45.58,21.41,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2450,DD:51:1E:E1:15:D4,Thu May  5 20:06:00 2022
5,45.03,21.42,823.18,1017.2905189767572,32,-40,1016,4,2085,40,2451,DD:51:1E:E1:15:D4,Thu May  5 20:06:03 2022
5,44.66,21.42,823.18,1017.2905189767572,32,-40,1016,4,2085,40,2452,DD:51:1E:E1:15:D4,Thu May  5 20:06:06 2022
5,44.47,21.42,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2453,DD:51:1E:E1:15:D4,Thu May  5 20:06:09 2022
5,44.31,21.4,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2454,DD:51:1E:E1:15:D4,Thu May  5 20:06:12 2022
5,44.22,21.4,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2455,DD:51:1E:E1:15:D4,Thu May  5 20:06:15 2022
5,44.2,21.42,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2456,DD:51:1E:E1:15:D4,Thu May  5 20:06:18 2022
5,44.17,21.4,823.18,1017.2905189767572,32,-40,1016,4,2085,40,2457,DD:51:1E:E1:15:D4,Thu May  5 20:06:21 2022
5,44.03,21.44,823.18,1009.5860537864021,40,-40,1008,4,2085,40,2458,DD:51:1E:E1:15:D4,Thu May  5 20:06:24 2022
5,43.9,21.43,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2459,DD:51:1E:E1:15:D4,Thu May  5 20:06:27 2022
5,43.8,21.43,823.18,1009.3007480429211,32,-40,1008,4,2085,40,2460,DD:51:1E:E1:15:D4,Thu May  5 20:06:30 2022
5,45.04,21.42,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2461,DD:51:1E:E1:15:D4,Thu May  5 20:06:33 2022
5,45.84,21.43,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2462,DD:51:1E:E1:15:D4,Thu May  5 20:06:36 2022
5,45.88,21.45,823.18,1009.649444114144,48,-32,1008,4,2127,40,2463,DD:51:1E:E1:15:D4,Thu May  5 20:06:39 2022
5,45.41,21.47,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2464,DD:51:1E:E1:15:D4,Thu May  5 20:06:42 2022
5,44.86,21.45,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2465,DD:51:1E:E1:15:D4,Thu May  5 20:06:45 2022
5,44.51,21.43,823.18,1009.015361627364,32,-32,1008,4,2127,40,2466,DD:51:1E:E1:15:D4,Thu May  5 20:06:48 2022
5,44.2,21.45,823.18,1009.3007480429211,32,-40,1008,4,2127,40,2467,DD:51:1E:E1:15:D4,Thu May  5 20:06:51 2022
5,43.97,21.43,823.18,1025.2804494381037,32,-40,1024,4,2127,40,2468,DD:51:1E:E1:15:D4,Thu May  5 20:06:54 2022
5,43.78,21.45,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2469,DD:51:1E:E1:15:D4,Thu May  5 20:06:57 2022
5,43.7,21.45,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2470,DD:51:1E:E1:15:D4,Thu May  5 20:07:00 2022
5,43.76,21.45,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2471,DD:51:1E:E1:15:D4,Thu May  5 20:07:03 2022
5,43.79,21.44,823.18,1009.5860537864021,40,-40,1008,4,2127,40,2472,DD:51:1E:E1:15:D4,Thu May  5 20:07:06 2022
5,43.77,21.46,823.18,591.080366786108,184,-552,104,4,2127,47,2473,DD:51:1E:E1:15:D4,Thu May  5 20:07:09 2022
5,44.27,21.49,823.18,932.4376654768939,480,-776,192,4,2127,60,2474,DD:51:1E:E1:15:D4,Thu May  5 20:07:12 2022
5,45.17,21.46,823.18,1009.5860537864021,40,-40,1008,4,2127,67,2475,DD:51:1E:E1:15:D4,Thu May  5 20:07:15 2022
5,44.69,21.52,823.18,1017.2905189767572,40,-32,1016,4,2127,67,2476,DD:51:1E:E1:15:D4,Thu May  5 20:07:18 2022
5,44.16,21.49,823.18,1009.5860537864021,40,-40,1008,4,2127,67,2477,DD:51:1E:E1:15:D4,Thu May  5 20:07:21 2022
5,43.83,21.52,823.18,1009.3007480429211,32,-40,1008,4,2127,67,2478,DD:51:1E:E1:15:D4,Thu May  5 20:07:24 2022
5,43.63,21.53,823.18,1009.3007480429211,32,-40,1008,4,2127,67,2479,DD:51:1E:E1:15:D4,Thu May  5 20:07:27 2022
5,43.56,21.55,823.18,1009.5860537864021,40,-40,1008,4,2127,67,2480,DD:51:1E:E1:15:D4,Thu May  5 20:07:30 2022
5,43.48,21.55,823.18,1017.0073746045306,32,-32,1016,4,2116,67,2481,DD:51:1E:E1:15:D4,Thu May  5 20:07:33 2022
5,43.4,21.52,823.18,1009.5860537864021,40,-40,1008,4,2116,67,2482,DD:51:1E:E1:15:D4,Thu May  5 20:07:36 2022
5,43.39,21.54,823.18,1017.2905189767572,40,-32,1016,4,2116,67,2483,DD:51:1E:E1:15:D4,Thu May  5 20:07:39 2022
5,43.38,21.54,823.18,1009.3007480429211,40,-32,1008,4,2116,67,2484,DD:51:1E:E1:15:D4,Thu May  5 20:07:42 2022
5,43.38,21.54,823.18,1001.5987220439132,40,-40,1000,4,2116,67,2485,DD:51:1E:E1:15:D4,Thu May  5 20:07:45 2022
5,43.38,21.55,823.18,1009.3007480429211,32,-40,1008,4,2116,67,2486,DD:51:1E:E1:15:D4,Thu May  5 20:07:48 2022
5,43.37,21.55,823.18,1001.5987220439132,40,-40,1000,4,2116,67,2487,DD:51:1E:E1:15:D4,Thu May  5 20:07:51 2022
5,43.21,21.57,823.18,1017.5735845628069,40,-40,1016,4,2116,67,2488,DD:51:1E:E1:15:D4,Thu May  5 20:07:54 2022
5,42.95,21.55,823.18,1009.3007480429211,32,-40,1008,4,2116,67,2489,DD:51:1E:E1:15:D4,Thu May  5 20:07:57 2022
5,42.88,21.59,823.18,1009.3007480429211,32,-40,1008,4,2116,67,2490,DD:51:1E:E1:15:D4,Thu May  5 20:08:00 2022
5,42.85,21.56,823.18,1009.3007480429211,40,-32,1008,4,2116,67,2491,DD:51:1E:E1:15:D4,Thu May  5 20:08:03 2022
5,42.9,21.58,823.18,1009.015361627364,32,-32,1008,4,2116,67,2492,DD:51:1E:E1:15:D4,Thu May  5 20:08:06 2022
5,42.92,21.57,823.18,1017.2905189767572,32,-40,1016,4,2116,67,2493,DD:51:1E:E1:15:D4,Thu May  5 20:08:09 2022
5,42.99,21.57,823.18,1009.3007480429211,32,-40,1008,4,2116,67,2494,DD:51:1E:E1:15:D4,Thu May  5 20:08:12 2022
5,43.01,21.57,823.18,1009.5860537864021,40,-40,1008,4,2116,69,2495,DD:51:1E:E1:15:D4,Thu May  5 20:08:15 2022
5,43.21,21.53,823.18,1009.3007480429211,40,-32,1008,4,2116,69,2496,DD:51:1E:E1:15:D4,Thu May  5 20:08:18 2022
5,45.44,21.55,823.18,1001.3111404553532,32,-40,1000,4,2116,69,2497,DD:51:1E:E1:15:D4,Thu May  5 20:08:21 2022
5,47.28,21.53,823.18,1017.0073746045306,32,-32,1016,4,2116,69,2498,DD:51:1E:E1:15:D4,Thu May  5 20:08:24 2022
5,47.09,21.52,823.18,1017.0073746045306,32,-32,1016,4,2116,69,2499,DD:51:1E:E1:15:D4,Thu May  5 20:08:27 2022
5,46.48,21.52,823.18,1009.5860537864021,40,-40,1008,4,2116,69,2500,DD:51:1E:E1:15:D4,Thu May  5 20:08:30 2022
5,46.05,21.57,823.18,1001.5987220439132,40,-40,1000,4,2116,69,2501,DD:51:1E:E1:15:D4,Thu May  5 20:08:33 2022
5,45.66,21.52,823.18,1009.3007480429211,40,-32,1008,4,2025,69,2502,DD:51:1E:E1:15:D4,Thu May  5 20:08:36 2022
5,46.34,21.56,823.18,1009.3007480429211,32,-40,1008,4,2025,69,2503,DD:51:1E:E1:15:D4,Thu May  5 20:08:39 2022
5,47.3,21.52,823.18,1009.3007480429211,32,-40,1008,4,2025,69,2504,DD:51:1E:E1:15:D4,Thu May  5 20:08:42 2022
5,47.41,21.52,823.18,1017.5735845628069,40,-40,1016,4,2025,69,2505,DD:51:1E:E1:15:D4,Thu May  5 20:08:45 2022
5,47.19,21.53,823.18,1009.3007480429211,32,-40,1008,4,2025,70,2506,DD:51:1E:E1:15:D4,Thu May  5 20:08:48 2022
5,46.84,21.53,823.18,1009.5860537864021,40,-40,1008,4,2025,70,2507,DD:51:1E:E1:15:D4,Thu May  5 20:08:51 2022
5,46.46,21.54,823.18,1009.015361627364,32,-32,1008,4,2025,72,2508,DD:51:1E:E1:15:D4,Thu May  5 20:08:54 2022
5,46.28,21.5,823.18,1017.2905189767572,32,-40,1016,4,2025,72,2509,DD:51:1E:E1:15:D4,Thu May  5 20:08:57 2022
5,46.17,21.5,823.18,1009.3007480429211,32,-40,1008,4,2025,72,2510,DD:51:1E:E1:15:D4,Thu May  5 20:09:00 2022
5,46.18,21.55,823.18,1009.3007480429211,32,-40,1008,4,2025,72,2511,DD:51:1E:E1:15:D4,Thu May  5 20:09:03 2022
5,46.86,21.52,823.18,1009.5860537864021,40,-40,1008,4,2025,72,2512,DD:51:1E:E1:15:D4,Thu May  5 20:09:06 2022
5,46.48,21.53,823.18,1001.5987220439132,40,-40,1000,4,2025,72,2513,DD:51:1E:E1:15:D4,Thu May  5 20:09:09 2022
5,46.05,21.5,823.18,1017.2905189767572,40,-32,1016,4,2025,72,2514,DD:51:1E:E1:15:D4,Thu May  5 20:09:12 2022
5,45.63,21.49,823.18,1009.015361627364,32,-32,1008,4,2025,72,2515,DD:51:1E:E1:15:D4,Thu May  5 20:09:15 2022
5,45.26,21.52,823.18,1009.3007480429211,32,-40,1008,4,2025,72,2516,DD:51:1E:E1:15:D4,Thu May  5 20:09:18 2022
5,44.94,21.5,823.18,1017.2905189767572,32,-40,1016,4,2025,72,2517,DD:51:1E:E1:15:D4,Thu May  5 20:09:21 2022
5,44.88,21.52,823.18,1017.0703023881879,24,-40,1016,4,2025,72,2518,DD:51:1E:E1:15:D4,Thu May  5 20:09:24 2022
5,44.77,21.52,823.18,1009.5860537864021,40,-40,1008,4,2025,72,2519,DD:51:1E:E1:15:D4,Thu May  5 20:09:27 2022
5,44.57,21.52,823.18,1009.015361627364,32,-32,1008,4,2025,72,2520,DD:51:1E:E1:15:D4,Thu May  5 20:09:30 2022
5,44.3,21.5,823.18,1017.2905189767572,32,-40,1016,4,2025,72,2521,DD:51:1E:E1:15:D4,Thu May  5 20:09:33 2022
5,43.98,21.51,823.18,1017.0073746045306,32,-32,1016,4,2127,72,2522,DD:51:1E:E1:15:D4,Thu May  5 20:09:36 2022
5,43.78,21.55,823.18,1017.2905189767572,32,-40,1016,4,2127,72,2523,DD:51:1E:E1:15:D4,Thu May  5 20:09:39 2022
5,43.68,21.5,823.18,1009.5860537864021,40,-40,1008,4,2127,72,2524,DD:51:1E:E1:15:D4,Thu May  5 20:09:42 2022
5,43.56,21.54,823.18,1009.3007480429211,32,-40,1008,4,2127,72,2525,DD:51:1E:E1:15:D4,Thu May  5 20:09:45 2022
5,43.5,21.54,823.18,1009.9346513512644,48,-40,1008,4,2127,72,2526,DD:51:1E:E1:15:D4,Thu May  5 20:09:48 2022
5,43.62,21.51,823.18,1009.3007480429211,32,-40,1008,4,2127,72,2527,DD:51:1E:E1:15:D4,Thu May  5 20:09:51 2022
5,43.69,21.53,823.18,1009.3007480429211,40,-32,1008,4,2127,72,2528,DD:51:1E:E1:15:D4,Thu May  5 20:09:54 2022
5,43.7,21.52,823.18,1017.0073746045306,32,-32,1016,4,2127,72,2529,DD:51:1E:E1:15:D4,Thu May  5 20:09:57 2022
5,43.69,21.52,823.18,1009.5860537864021,40,-40,1008,4,2127,72,2530,DD:51:1E:E1:15:D4,Thu May  5 20:10:00 2022
5,43.63,21.53,823.18,1009.5860537864021,40,-40,1008,4,2127,72,2531,DD:51:1E:E1:15:D4,Thu May  5 20:10:03 2022
5,44.28,21.51,823.18,1017.0073746045306,32,-32,1016,4,2127,72,2532,DD:51:1E:E1:15:D4,Thu May  5 20:10:06 2022
5,45.71,21.53,823.18,1017.2905189767572,32,-40,1016,4,2127,72,2533,DD:51:1E:E1:15:D4,Thu May  5 20:10:09 2022
5,45.89,21.48,823.18,1009.015361627364,32,-32,1008,4,2127,73,2534,DD:51:1E:E1:15:D4,Thu May  5 20:10:12 2022
5,45.58,21.48,823.18,1009.5860537864021,40,-40,1008,4,2127,73,2535,DD:51:1E:E1:15:D4,Thu May  5 20:10:15 2022
5,45.95,21.52,823.18,1009.015361627364,32,-32,1008,4,2127,73,2536,DD:51:1E:E1:15:D4,Thu May  5 20:10:18 2022
5,46.77,21.47,823.18,1009.3007480429211,40,-32,1008,4,2127,73,2537,DD:51:1E:E1:15:D4,Thu May  5 20:10:21 2022
5,46.41,21.52,823.18,1017.2905189767572,32,-40,1016,4,2127,73,2538,DD:51:1E:E1:15:D4,Thu May  5 20:10:24 2022
5,45.9,21.52,823.18,1009.5860537864021,40,-40,1008,4,2127,73,2539,DD:51:1E:E1:15:D4,Thu May  5 20:10:27 2022
5,45.1,21.53,823.18,1025.2804494381037,40,-32,1024,4,2127,73,2540,DD:51:1E:E1:15:D4,Thu May  5 20:10:30 2022
5,44.49,21.48,823.18,1009.015361627364,32,-32,1008,4,2127,73,2541,DD:51:1E:E1:15:D4,Thu May  5 20:10:33 2022
5,44.22,21.48,823.18,1009.3007480429211,40,-32,1008,4,2120,73,2542,DD:51:1E:E1:15:D4,Thu May  5 20:10:36 2022
5,44.23,21.46,823.18,1009.015361627364,32,-32,1008,4,2120,73,2543,DD:51:1E:E1:15:D4,Thu May  5 20:10:39 2022
5,44.26,21.52,823.18,1017.2905189767572,40,-32,1016,4,2120,73,2544,DD:51:1E:E1:15:D4,Thu May  5 20:10:42 2022
5,44.19,21.52,823.18,1001.3111404553532,32,-40,1000,4,2120,73,2545,DD:51:1E:E1:15:D4,Thu May  5 20:10:45 2022
5,43.96,21.55,823.18,1032.9917715064337,32,-32,1032,4,2120,73,2546,DD:51:1E:E1:15:D4,Thu May  5 20:10:48 2022
5,43.77,21.52,823.18,1017.2905189767572,40,-32,1016,4,2120,74,2547,DD:51:1E:E1:15:D4,Thu May  5 20:10:51 2022
5,43.6,21.49,823.18,1017.0073746045306,32,-32,1016,4,2120,74,2548,DD:51:1E:E1:15:D4,Thu May  5 20:10:54 2022
5,43.48,21.52,823.18,1009.5860537864021,40,-40,1008,4,2120,74,2549,DD:51:1E:E1:15:D4,Thu May  5 20:10:57 2022
5,44.74,21.5,823.18,1009.015361627364,32,-32,1008,4,2120,74,2550,DD:51:1E:E1:15:D4,Thu May  5 20:11:00 2022
5,45.87,21.48,823.18,1017.5735845628069,40,-40,1016,4,2120,74,2551,DD:51:1E:E1:15:D4,Thu May  5 20:11:03 2022
5,45.93,21.52,823.18,1009.5860537864021,40,-40,1008,4,2120,74,2552,DD:51:1E:E1:15:D4,Thu May  5 20:11:06 2022
5,45.74,21.49,823.18,1009.3007480429211,32,-40,1008,4,2120,74,2553,DD:51:1E:E1:15:D4,Thu May  5 20:11:09 2022
5,45.08,21.48,823.18,1009.3007480429211,32,-40,1008,4,2120,74,2554,DD:51:1E:E1:15:D4,Thu May  5 20:11:12 2022
5,44.94,21.47,823.18,1009.3007480429211,32,-40,1008,4,2120,74,2555,DD:51:1E:E1:15:D4,Thu May  5 20:11:15 2022
5,45.13,21.52,823.18,1001.3111404553532,32,-40,1000,4,2120,74,2556,DD:51:1E:E1:15:D4,Thu May  5 20:11:18 2022
5,44.97,21.47,823.18,1009.3007480429211,32,-40,1008,4,2120,74,2557,DD:51:1E:E1:15:D4,Thu May  5 20:11:21 2022
5,44.73,21.52,823.18,1001.0234762481847,32,-32,1000,4,2120,74,2558,DD:51:1E:E1:15:D4,Thu May  5 20:11:24 2022
5,44.38,21.48,823.18,1009.015361627364,32,-32,1008,4,2120,74,2559,DD:51:1E:E1:15:D4,Thu May  5 20:11:27 2022
5,43.98,21.54,823.18,993.3217001555942,40,-32,992,4,2120,74,2560,DD:51:1E:E1:15:D4,Thu May  5 20:11:30 2022
5,43.71,21.5,823.18,1001.3111404553532,32,-40,1000,4,2120,74,2561,DD:51:1E:E1:15:D4,Thu May  5 20:11:33 2022
5,43.51,21.5,823.18,1009.5860537864021,40,-40,1008,4,2127,76,2562,DD:51:1E:E1:15:D4,Thu May  5 20:11:36 2022
5,43.4,21.52,823.18,1001.0234762481847,32,-32,1000,4,2127,76,2563,DD:51:1E:E1:15:D4,Thu May  5 20:11:39 2022
5,44.65,21.52,823.18,1009.3007480429211,32,-40,1008,4,2127,76,2564,DD:51:1E:E1:15:D4,Thu May  5 20:11:42 2022
5,46.91,21.48,823.18,1009.5860537864021,40,-40,1008,4,2127,76,2565,DD:51:1E:E1:15:D4,Thu May  5 20:11:45 2022
5,47.56,21.48,823.18,1009.3007480429211,40,-32,1008,4,2127,76,2566,DD:51:1E:E1:15:D4,Thu May  5 20:11:48 2022
5,47.32,21.5,823.18,1009.015361627364,32,-32,1008,4,2127,76,2567,DD:51:1E:E1:15:D4,Thu May  5 20:11:51 2022
5,46.91,21.5,823.18,1017.5735845628069,40,-40,1016,4,2127,76,2568,DD:51:1E:E1:15:D4,Thu May  5 20:11:54 2022
5,46.61,21.52,823.18,1009.3007480429211,40,-32,1008,4,2127,76,2569,DD:51:1E:E1:15:D4,Thu May  5 20:11:57 2022
5,46.44,21.52,823.18,1017.2905189767572,32,-40,1016,4,2127,76,2570,DD:51:1E:E1:15:D4,Thu May  5 20:12:00 2022
5,45.82,21.52,823.18,1001.5987220439132,40,-40,1000,4,2127,76,2571,DD:51:1E:E1:15:D4,Thu May  5 20:12:03 2022
5,45.03,21.53,823.18,1009.3007480429211,32,-40,1008,4,2127,76,2572,DD:51:1E:E1:15:D4,Thu May  5 20:12:06 2022
5,44.34,21.5,823.18,1009.5860537864021,40,-40,1008,4,2127,76,2573,DD:51:1E:E1:15:D4,Thu May  5 20:12:09 2022
5,43.91,21.52,823.18,1017.2905189767572,40,-32,1016,4,2127,76,2574,DD:51:1E:E1:15:D4,Thu May  5 20:12:12 2022
5,43.62,21.5,823.18,1017.2905189767572,32,-40,1016,4,2127,76,2575,DD:51:1E:E1:15:D4,Thu May  5 20:12:15 2022
5,43.47,21.5,823.18,1009.3007480429211,40,-32,1008,4,2127,76,2576,DD:51:1E:E1:15:D4,Thu May  5 20:12:18 2022
5,43.47,21.54,823.18,1017.0703023881879,24,-40,1016,4,2127,76,2577,DD:51:1E:E1:15:D4,Thu May  5 20:12:21 2022
5,43.2,21.52,823.18,1009.3007480429211,40,-32,1008,4,2127,78,2578,DD:51:1E:E1:15:D4,Thu May  5 20:12:24 2022
5,42.92,21.52,823.18,1017.5735845628069,40,-40,1016,4,2127,78,2579,DD:51:1E:E1:15:D4,Thu May  5 20:12:27 2022
5,43.78,21.52,823.18,1009.5860537864021,40,-40,1008,4,2127,78,2580,DD:51:1E:E1:15:D4,Thu May  5 20:12:30 2022
5,44.62,21.52,823.18,1017.2905189767572,40,-32,1016,4,2127,78,2581,DD:51:1E:E1:15:D4,Thu May  5 20:12:33 2022
5,45.12,21.57,823.18,1009.3007480429211,32,-40,1008,4,2127,78,2582,DD:51:1E:E1:15:D4,Thu May  5 20:12:36 2022
5,45.57,21.48,823.18,1017.2905189767572,40,-32,1016,4,1983,78,2583,DD:51:1E:E1:15:D4,Thu May  5 20:12:39 2022
5,45.7,21.5,823.18,1009.3007480429211,40,-32,1008,4,1983,78,2584,DD:51:1E:E1:15:D4,Thu May  5 20:12:42 2022
5,45.23,21.53,823.18,1009.5860537864021,40,-40,1008,4,1983,78,2585,DD:51:1E:E1:15:D4,Thu May  5 20:12:45 2022
5,44.66,21.49,823.18,1009.3007480429211,32,-40,1008,4,1983,78,2586,DD:51:1E:E1:15:D4,Thu May  5 20:12:48 2022
5,44.36,21.54,823.18,1009.015361627364,32,-32,1008,4,1983,78,2587,DD:51:1E:E1:15:D4,Thu May  5 20:12:51 2022
5,44.05,21.52,823.18,1009.015361627364,32,-32,1008,4,1983,78,2588,DD:51:1E:E1:15:D4,Thu May  5 20:12:54 2022
5,43.66,21.54,823.18,1041.260774253981,32,-40,1040,4,1983,78,2589,DD:51:1E:E1:15:D4,Thu May  5 20:12:57 2022
5,43.25,21.54,823.18,1001.5987220439132,40,-40,1000,4,1983,78,2590,DD:51:1E:E1:15:D4,Thu May  5 20:13:00 2022
5,42.94,21.55,823.18,1009.5860537864021,40,-40,1008,4,1983,79,2591,DD:51:1E:E1:15:D4,Thu May  5 20:13:03 2022
5,43.47,21.55,823.18,1009.5860537864021,40,-40,1008,4,1983,79,2592,DD:51:1E:E1:15:D4,Thu May  5 20:13:06 2022
5,46.06,21.5,823.18,1009.5860537864021,40,-40,1008,4,1983,79,2593,DD:51:1E:E1:15:D4,Thu May  5 20:13:09 2022
5,47.71,21.52,823.18,1017.5735845628069,40,-40,1016,4,1983,79,2594,DD:51:1E:E1:15:D4,Thu May  5 20:13:12 2022
5,47.91,21.51,823.18,1001.3111404553532,40,-32,1000,4,1983,79,2595,DD:51:1E:E1:15:D4,Thu May  5 20:13:15 2022
5,47.33,21.52,823.18,1009.3007480429211,32,-40,1008,4,1983,79,2596,DD:51:1E:E1:15:D4,Thu May  5 20:13:18 2022
5,46.4,21.53,823.18,1009.5860537864021,40,-40,1008,4,1983,79,2597,DD:51:1E:E1:15:D4,Thu May  5 20:13:21 2022
5,45.61,21.52,823.18,1009.3007480429211,32,-40,1008,4,1983,79,2598,DD:51:1E:E1:15:D4,Thu May  5 20:13:24 2022
5,45.13,21.54,823.18,1009.015361627364,32,-32,1008,4,1983,79,2599,DD:51:1E:E1:15:D4,Thu May  5 20:13:27 2022
5,44.7,21.52,823.18,1017.5735845628069,40,-40,1016,4,1983,79,2600,DD:51:1E:E1:15:D4,Thu May  5 20:13:30 2022
5,44.41,21.54,823.18,1009.015361627364,32,-32,1008,4,1983,79,2601,DD:51:1E:E1:15:D4,Thu May  5 20:13:33 2022
5,44.15,21.5,823.18,1009.3007480429211,40,-32,1008,4,1983,79,2602,DD:51:1E:E1:15:D4,Thu May  5 20:13:36 2022
5,43.9,21.52,823.18,1009.5860537864021,40,-40,1008,4,2127,79,2603,DD:51:1E:E1:15:D4,Thu May  5 20:13:39 2022
5,43.7,21.5,823.18,1017.6364773336302,48,-32,1016,4,2127,79,2604,DD:51:1E:E1:15:D4,Thu May  5 20:13:42 2022
5,43.51,21.49,823.18,1009.3007480429211,32,-40,1008,4,2127,79,2605,DD:51:1E:E1:15:D4,Thu May  5 20:13:45 2022
5,43.26,21.54,823.18,1017.2905189767572,32,-40,1016,4,2127,79,2606,DD:51:1E:E1:15:D4,Thu May  5 20:13:48 2022
5,42.98,21.52,823.18,1001.3111404553532,40,-32,1000,4,2127,79,2607,DD:51:1E:E1:15:D4,Thu May  5 20:13:51 2022
5,42.84,21.54,823.18,1017.2905189767572,32,-40,1016,4,2127,79,2608,DD:51:1E:E1:15:D4,Thu May  5 20:13:54 2022
5,42.89,21.52,823.18,1009.3007480429211,32,-40,1008,4,2127,79,2609,DD:51:1E:E1:15:D4,Thu May  5 20:13:57 2022
5,42.77,21.51,823.18,1009.3007480429211,40,-32,1008,4,2127,79,2610,DD:51:1E:E1:15:D4,Thu May  5 20:14:00 2022
5,42.59,21.55,823.18,1009.3007480429211,32,-40,1008,4,2127,79,2611,DD:51:1E:E1:15:D4,Thu May  5 20:14:03 2022
5,42.46,21.5,823.18,1009.3007480429211,32,-40,1008,4,2127,79,2612,DD:51:1E:E1:15:D4,Thu May  5 20:14:06 2022
5,42.37,21.55,823.18,1009.3007480429211,32,-40,1008,4,2127,79,2613,DD:51:1E:E1:15:D4,Thu May  5 20:14:09 2022
5,42.35,21.54,823.18,1009.3007480429211,40,-32,1008,4,2127,79,2614,DD:51:1E:E1:15:D4,Thu May  5 20:14:12 2022
5,42.35,21.55,823.18,1009.015361627364,32,-32,1008,4,2127,79,2615,DD:51:1E:E1:15:D4,Thu May  5 20:14:15 2022
5,42.35,21.52,823.18,1008.7933385981491,24,-32,1008,4,2127,79,2616,DD:51:1E:E1:15:D4,Thu May  5 20:14:18 2022
5,42.41,21.54,823.18,1009.5860537864021,40,-40,1008,4,2127,79,2617,DD:51:1E:E1:15:D4,Thu May  5 20:14:21 2022
5,42.51,21.55,823.18,1009.015361627364,32,-32,1008,4,2127,79,2618,DD:51:1E:E1:15:D4,Thu May  5 20:14:24 2022
5,42.55,21.54,823.18,1009.3007480429211,32,-40,1008,4,2127,79,2619,DD:51:1E:E1:15:D4,Thu May  5 20:14:27 2022
5,42.6,21.55,823.18,1017.2905189767572,32,-40,1016,4,2127,79,2620,DD:51:1E:E1:15:D4,Thu May  5 20:14:30 2022
5,42.68,21.52,823.18,1001.3111404553532,32,-40,1000,4,2127,79,2621,DD:51:1E:E1:15:D4,Thu May  5 20:14:33 2022
